	sen	verb	verb_idx	cop	cop_idx	child	child_idx	child_features	child_upos	head	head_idx	head_features	head_upos	distance	attractors	metadata	swap_head	feature_vals	prefix	wrong_sen	congruent_attractors	incongruent_attractors	num_attractors	num_congruent_attractors	num_incongruent_attractors	has_attractors	only_has_congruent_attractors	only_has_incongruent_attractors	sample_weight	phenomenon	lang	grammatical_feature	ungrammatical_feature	wo	inflect_item	agreement_certainty	sen_prob	wrong_prob	sen_nll	wrong_nll	delta
0	kendi hatalarımı kendim yaptım bile diyemiyorum .	yaptım	3			kendim	2	{'PronType': 'Prs', 'Reflex': 'Yes', 'lemma': 'kendi'}	PRON	yaptım	3	{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Polarity': 'Pos', 'Tense': 'Past', 'VerbForm': 'Fin', 'lemma': 'yap'}	VERB	1	[]	{'sent_id': '15-8524.train', 'text': 'kendi hatalarımı kendim yaptım bile diyemiyorum .', 'treebank': 'UD_Turkish-Penn/tr_penn-ud-train.conllu'}	yaptı	1 -> 3	kendi hatalarımı kendim	kendi hatalarımı kendim yaptı bile diyemiyorum .	[]	[]	0	0	0	False	False	False	0.0208235029966	SV-P	tur	1	3	SV	verb	+	[-10.619571685791016, -11.809652328491211, -7.9937424659729, -7.144254684448242, -7.363658905029297, -10.068367004394531, -3.461334228515625, -0.1454448699951172]	[-10.619571685791016, -11.809652328491211, -7.9937424659729, -10.291040420532227, -7.799448013305664, -10.249977111816406, -3.6355905532836914, -0.19480609893798828]	58.60602569580078	62.59382247924805	3.9877967834472656
1	Çoğumuz bir sersem tanıyoruz .	tanıyoruz	3			Çoğumuz	0	{'PronType': 'Ind', 'lemma': 'çoğu'}	PRON	tanıyoruz	3	{'Aspect': 'Prog', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '1', 'Polarity': 'Pos', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'tanı'}	VERB	3	[]	{'sent_id': '15-5776.train', 'text': 'Çoğumuz bir sersem tanıyoruz .', 'treebank': 'UD_Turkish-Penn/tr_penn-ud-train.conllu'}	tanıyorlar	1 -> 3	Çoğumuz bir sersem	Çoğumuz bir sersem tanıyorlar .	[]	[]	0	0	0	False	False	False	0.1207763173802805	SV-P	tur	1	3	SV	verb	+	[-4.779047966003418, -11.121040344238281, -14.236536026000977, -2.6470870971679688]	[-4.779047966003418, -11.121040344238281, -13.715895652770996, -7.232251167297363]	32.78371047973633	36.848236083984375	4.064525604248047
2	Bu ikinci firar teşebbüsünden sonra , kendim de pişman oldum .	oldum	9			kendim	6	{'PronType': 'Prs', 'Reflex': 'Yes', 'lemma': 'kendi'}	PRON	oldum	9	{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Polarity': 'Pos', 'Tense': 'Past', 'VerbForm': 'Fin', 'lemma': 'ol'}	VERB	3	[]	{'sent_id': '2218.test', 'text': 'Bu ikinci firar teşebbüsünden sonra , kendim de pişman oldum .', 'treebank': 'UD_Turkish-Kenet/tr_kenet-ud-train.conllu'}	oldu	1 -> 3	Bu ikinci firar teşebbüsünden sonra , kendim de pişman	Bu ikinci firar teşebbüsünden sonra , kendim de pişman oldu .	[]	[]	0	0	0	False	False	False	0.0100646931150233	SV-P	tur	1	3	SV	verb	+	[-7.55902099609375, -9.659165382385254, -2.9160642623901367, -11.337052345275879, -6.641733169555664, -4.015779495239258, -0.643646240234375, -11.214923858642578, -5.591909408569336, -9.919168472290039, -6.822680473327637, -0.8003883361816406]	[-7.55902099609375, -9.659165382385254, -2.9160642623901367, -11.337052345275879, -6.641733169555664, -4.015779495239258, -0.643646240234375, -11.214923858642578, -5.591909408569336, -9.919168472290039, -7.271823883056641, -1.1458911895751953]	77.12153625488281	77.91618347167969	0.794647216796875
3	"Eleştirileri "" Ben Balzac okudum , "" diye cevaplıyor ."	okudum	4			Ben	2	{'PronType': 'Prs', 'lemma': 'ben'}	PRON	okudum	4	{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Polarity': 'Pos', 'Tense': 'Past', 'VerbForm': 'Fin', 'lemma': 'oku'}	VERB	2	[]	"{'sent_id': '15-1112.train', 'text': 'Eleştirileri "" Ben Balzac okudum , "" diye cevaplıyor .', 'treebank': 'UD_Turkish-Penn/tr_penn-ud-train.conllu'}"	okudu	1 -> 3	"Eleştirileri "" Ben Balzac"	"Eleştirileri "" Ben Balzac okudu , "" diye cevaplıyor ."	[]	[]	0	0	0	False	False	False	0.0005730786115315	SV-P	tur	1	3	SV	verb	+	[-8.708446502685547, -10.203282356262207, -8.397723197937012, -7.000489234924316, -11.730552673339844, -8.378162384033203, -6.033060073852539, -15.099967956542969, -2.1428451538085938, -2.774468421936035, -2.5600690841674805, -5.381857395172119, -5.453470230102539, -2.6517763137817383]	[-8.708446502685547, -10.203282356262207, -8.397723197937012, -7.000489234924316, -11.730552673339844, -8.378162384033203, -6.033060073852539, -14.994728088378906, -1.5974397659301758, -2.8773679733276367, -2.8528671264648438, -5.217130661010742, -5.463080406188965, -2.7572460174560547]	96.51615905761719	96.21157836914062	-0.3045806884765625
4	Biz , yolun üstünde , kasabanın çıkış yerinde boş bir handa otururduk .	otururduk	11			Biz	0	{'PronType': 'Prs', 'lemma': 'biz'}	PRON	otururduk	11	{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '1', 'Polarity': 'Pos', 'Tense': 'Past', 'VerbForm': 'Fin', 'lemma': 'otur'}	VERB	11	[{'id': 3, 'form': 'yolun', 'lemma': 'yol', 'upos': 'NOUN', 'xpos': None, 'feats': {'Case': 'Gen', 'Number': 'Sing', 'Person': '3'}, 'head': 4, 'deprel': 'nmod', 'deps': None, 'misc': None}, {'id': 4, 'form': 'üstünde', 'lemma': 'üst', 'upos': 'NOUN', 'xpos': None, 'feats': {'Case': 'Loc', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person': '3', 'Person[psor]': '3'}, 'head': 12, 'deprel': 'obl', 'deps': None, 'misc': None}, {'id': 6, 'form': 'kasabanın', 'lemma': 'kasaba', 'upos': 'NOUN', 'xpos': None, 'feats': {'Case': 'Gen', 'Number': 'Sing', 'Person': '3'}, 'head': 8, 'deprel': 'nmod', 'deps': None, 'misc': None}, {'id': 7, 'form': 'çıkış', 'lemma': 'çık', 'upos': 'NOUN', 'xpos': None, 'feats': {'Case': 'Nom', 'Number': 'Sing', 'Person': '3'}, 'head': 8, 'deprel': 'nmod', 'deps': None, 'misc': None}, {'id': 8, 'form': 'yerinde', 'lemma': 'yer', 'upos': 'NOUN', 'xpos': None, 'feats': {'Case': 'Loc', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person': '3', 'Person[psor]': '3'}, 'head': 12, 'deprel': 'obl', 'deps': None, 'misc': None}]	{'sent_id': '3441.train', 'text': 'Biz , yolun üstünde , kasabanın çıkış yerinde boş bir handa otururduk .', 'treebank': 'UD_Turkish-Kenet/tr_kenet-ud-train.conllu'}	oturdular	1 -> 3	Biz , yolun üstünde , kasabanın çıkış yerinde boş bir handa	Biz , yolun üstünde , kasabanın çıkış yerinde boş bir handa oturdular .	[]	[{'id': 3, 'form': 'yolun', 'lemma': 'yol', 'upos': 'NOUN', 'xpos': None, 'feats': {'Case': 'Gen', 'Number': 'Sing', 'Person': '3'}, 'head': 4, 'deprel': 'nmod', 'deps': None, 'misc': None}, {'id': 4, 'form': 'üstünde', 'lemma': 'üst', 'upos': 'NOUN', 'xpos': None, 'feats': {'Case': 'Loc', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person': '3', 'Person[psor]': '3'}, 'head': 12, 'deprel': 'obl', 'deps': None, 'misc': None}, {'id': 6, 'form': 'kasabanın', 'lemma': 'kasaba', 'upos': 'NOUN', 'xpos': None, 'feats': {'Case': 'Gen', 'Number': 'Sing', 'Person': '3'}, 'head': 8, 'deprel': 'nmod', 'deps': None, 'misc': None}, {'id': 7, 'form': 'çıkış', 'lemma': 'çık', 'upos': 'NOUN', 'xpos': None, 'feats': {'Case': 'Nom', 'Number': 'Sing', 'Person': '3'}, 'head': 8, 'deprel': 'nmod', 'deps': None, 'misc': None}, {'id': 8, 'form': 'yerinde', 'lemma': 'yer', 'upos': 'NOUN', 'xpos': None, 'feats': {'Case': 'Loc', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person': '3', 'Person[psor]': '3'}, 'head': 12, 'deprel': 'obl', 'deps': None, 'misc': None}]	5	0	5	True	False	True	0.0010590798242694	SV-P	tur	1	3	SV	verb	+	[-3.883686065673828, -11.544904708862305, -10.062662124633789, -3.100635528564453, -10.902231216430664, -11.261502265930176, -9.326233863830566, -9.647541046142578, -2.8635644912719727, -11.313791275024414, -7.047876358032227, -8.08883285522461, -5.677420616149902, -0.2689075469970703]	[-3.883686065673828, -11.544904708862305, -10.062662124633789, -3.100635528564453, -10.902231216430664, -11.261502265930176, -9.326233863830566, -9.647541046142578, -2.8635644912719727, -11.313791275024414, -7.047876358032227, -6.689550399780273, -7.516770839691162, -1.1083221435546875]	104.98979187011719	106.26927185058594	1.27947998046875
5	Bizler kendisini bu bataklıktan kurtarmak için fazlasını bile yaptık .	yaptık	8			Bizler	0	{'PronType': 'Prs', 'lemma': 'biz'}	PRON	yaptık	8	{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '1', 'Polarity': 'Pos', 'Tense': 'Past', 'VerbForm': 'Fin', 'lemma': 'yap'}	VERB	8	[{'id': 4, 'form': 'bataklıktan', 'lemma': 'bataklık', 'upos': 'NOUN', 'xpos': None, 'feats': {'Case': 'Abl', 'Number': 'Sing', 'Person': '3'}, 'head': 5, 'deprel': 'obl', 'deps': None, 'misc': None}, {'id': 5, 'form': 'kurtarmak', 'lemma': 'kurtar', 'upos': 'NOUN', 'xpos': None, 'feats': {'Case': 'Nom', 'Number': 'Sing', 'Person': '3'}, 'head': 9, 'deprel': 'advcl', 'deps': None, 'misc': None}, {'id': 7, 'form': 'fazlasını', 'lemma': 'fazla', 'upos': 'NOUN', 'xpos': None, 'feats': {'Case': 'Acc', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person': '3', 'Person[psor]': '3'}, 'head': 9, 'deprel': 'obj', 'deps': None, 'misc': None}]	{'sent_id': '0595.test', 'text': 'Bizler kendisini bu bataklıktan kurtarmak için fazlasını bile yaptık .', 'treebank': 'UD_Turkish-Kenet/tr_kenet-ud-train.conllu'}	yaptılar	1 -> 3	Bizler kendisini bu bataklıktan kurtarmak için fazlasını bile	Bizler kendisini bu bataklıktan kurtarmak için fazlasını bile yaptılar .	[]	[{'id': 4, 'form': 'bataklıktan', 'lemma': 'bataklık', 'upos': 'NOUN', 'xpos': None, 'feats': {'Case': 'Abl', 'Number': 'Sing', 'Person': '3'}, 'head': 5, 'deprel': 'obl', 'deps': None, 'misc': None}, {'id': 5, 'form': 'kurtarmak', 'lemma': 'kurtar', 'upos': 'NOUN', 'xpos': None, 'feats': {'Case': 'Nom', 'Number': 'Sing', 'Person': '3'}, 'head': 9, 'deprel': 'advcl', 'deps': None, 'misc': None}, {'id': 7, 'form': 'fazlasını', 'lemma': 'fazla', 'upos': 'NOUN', 'xpos': None, 'feats': {'Case': 'Acc', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person': '3', 'Person[psor]': '3'}, 'head': 9, 'deprel': 'obj', 'deps': None, 'misc': None}]	3	0	3	True	False	True	0.0798848781734636	SV-P	tur	1	3	SV	verb	+	[-9.343605041503906, -4.1231689453125, -9.00922679901123, -5.8396406173706055, -6.996358871459961, -1.3298892974853516, -12.314032554626465, -8.705318450927734, -8.434792518615723, -0.24771595001220703]	[-9.343605041503906, -4.1231689453125, -9.00922679901123, -5.8396406173706055, -6.996358871459961, -1.3298892974853516, -12.314032554626465, -8.705318450927734, -9.42882251739502, -0.2390422821044922]	66.34375	67.3291015625	0.9853515625
6	Ben de kendimce sınamak istedim bunu.	istedim	4			Ben	0	{'Case': 'Nom', 'Number': 'Sing', 'Person': '1', 'lemma': 'ben'}	PRON	istedim	4	{'Aspect': 'Perf', 'Evident': 'Fh', 'Number': 'Sing', 'Person': '1', 'Polarity': 'Pos', 'Tense': 'Past', 'lemma': 'iste'}	VERB	4	[{'id': 3, 'form': 'kendimce', 'lemma': 'kendi', 'upos': 'NOUN', 'xpos': None, 'feats': {'Case': 'Equ', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person': '1', 'Person[psor]': '1'}, 'head': 5, 'deprel': 'obl', 'deps': None, 'misc': None}]	{'sent_id': 'ins_1207', 'text': 'Ben de kendimce sınamak istedim bunu.', 'treebank': 'UD_Turkish-BOUN/tr_boun-ud-test.conllu'}	istedi	1 -> 3	Ben de kendimce sınamak	Ben de kendimce sınamak istedi bunu.	[{'id': 3, 'form': 'kendimce', 'lemma': 'kendi', 'upos': 'NOUN', 'xpos': None, 'feats': {'Case': 'Equ', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person': '1', 'Person[psor]': '1'}, 'head': 5, 'deprel': 'obl', 'deps': None, 'misc': None}]	[]	1	1	0	True	True	False	0.0081828741083441	SV-P	tur	1	3	SV	verb	+	[-2.20223331451416, -5.9182329177856445, -8.308051109313965, -9.154276847839355, -5.119230270385742, -6.655536651611328, -7.321693420410156, -10.90069580078125]	[-2.20223331451416, -5.9182329177856445, -8.308051109313965, -9.154276847839355, -5.119230270385742, -4.988480567932129, -5.448867321014404, -10.614548683166504]	55.57994842529297	51.75392150878906	-3.8260269165039062
7	Ben kaçıyorum , abim de arkamdan koşuyor .	kaçıyorum	1			Ben	0	{'PronType': 'Prs', 'lemma': 'ben'}	PRON	kaçıyorum	1	{'Aspect': 'Prog', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Polarity': 'Pos', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'kaç'}	VERB	1	[]	{'sent_id': 'Forward_Motion-0004.train', 'text': 'Ben kaçıyorum , abim de arkamdan koşuyor .', 'treebank': 'UD_Turkish-FrameNet/tr_framenet-ud-train.conllu'}	kaçıyor	1 -> 3	Ben	Ben kaçıyor , abim de arkamdan koşuyor .	[]	[]	0	0	0	False	False	False	0.0002223149786113	SV-P	tur	1	3	SV	verb	+	[-6.135165691375732, -4.404270172119141, -2.470134735107422, -9.498430252075195, -11.236907958984375, -5.381987571716309, -9.45042610168457, -13.553077697753906, -2.533754348754883]	[-13.86102294921875, -6.5993499755859375, -10.890297889709473, -11.457289695739746, -6.661063194274902, -9.86847972869873, -12.912419319152832, -1.7336750030517578]	64.66415405273438	73.98359680175781	9.319442749023438
8	Ama ben , bir kitap üzerine bir fikir edinmek istedim mi o kitabı kendim okurum .	okurum	14			kendim	13	{'PronType': 'Prs', 'Reflex': 'Yes', 'lemma': 'kendi'}	PRON	okurum	14	{'Aspect': 'Hab', 'Mood': 'Gen', 'Number': 'Sing', 'Person': '1', 'Polarity': 'Pos', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'oku'}	VERB	1	[]	{'sent_id': '7386.train', 'text': 'Ama ben , bir kitap üzerine bir fikir edinmek istedim mi o kitabı kendim okurum .', 'treebank': 'UD_Turkish-Kenet/tr_kenet-ud-train.conllu'}	okur	1 -> 3	Ama ben , bir kitap üzerine bir fikir edinmek istedim mi o kitabı kendim	Ama ben , bir kitap üzerine bir fikir edinmek istedim mi o kitabı kendim okur .	[]	[]	0	0	0	False	False	False	0.0624705089898002	SV-P	tur	1	3	SV	verb	+	[-2.7804956436157227, -3.7373180389404297, -4.121695041656494, -6.866164207458496, -7.994610786437988, -3.63909912109375, -7.910919189453125, -8.642598152160645, -4.926324844360352, -4.597322463989258, -8.60452651977539, -9.942253112792969, -9.169164657592773, -8.555620193481445, -1.6913108825683594]	[-2.7804956436157227, -3.7373180389404297, -4.121695041656494, -6.866164207458496, -7.994610786437988, -3.63909912109375, -7.910919189453125, -8.642598152160645, -4.926324844360352, -4.597322463989258, -8.60452651977539, -9.942253112792969, -9.169164657592773, -9.313082695007324, -8.498539924621582]	93.17942810058594	100.74412536621094	7.564697265625
9	"Bu zeki ve dindar işçimiz, parmağını dudağına bastırarak ""sus!"" işareti verdikten sonra bana şöyle karşılık verdi: Mutlulukla aramızda kendimiz mi duruyoruz? Müzik aletlerini göz önüne alalım."	duruyoruz	25			kendimiz	23	{'Case': 'Nom', 'Number': 'Plur', 'Number[psor]': 'Plur', 'Person': '1', 'Person[psor]': '1', 'Reflex': 'Yes', 'lemma': 'kendi'}	PRON	duruyoruz	25	{'Aspect': 'Imp', 'Number': 'Plur', 'Person': '1', 'Polarity': 'Pos', 'Tense': 'Pres', 'lemma': 'dur'}	VERB	2	[]	"{'sent_id': 'ess_1320', 'text': 'Bu zeki ve dindar işçimiz, parmağını dudağına bastırarak ""sus!"" işareti verdikten sonra bana şöyle karşılık verdi: Mutlulukla aramızda kendimiz mi duruyoruz? Müzik aletlerini göz önüne alalım.', 'treebank': 'UD_Turkish-BOUN/tr_boun-ud-train.conllu'}"	duruyorlar	1 -> 3	"Bu zeki ve dindar işçimiz, parmağını dudağına bastırarak ""sus!"" işareti verdikten sonra bana şöyle karşılık verdi: Mutlulukla aramızda kendimiz mi"	"Bu zeki ve dindar işçimiz, parmağını dudağına bastırarak ""sus!"" işareti verdikten sonra bana şöyle karşılık verdi: Mutlulukla aramızda kendimiz mi duruyorlar? Müzik aletlerini göz önüne alalım."	[]	[]	0	0	0	False	False	False	0.0402587724600935	SV-P	tur	1	3	SV	verb	+	[-10.173481941223145, -2.868144989013672, -7.772890567779541, -15.95301628112793, -8.342485427856445, -14.089847564697266, -12.230117797851562, -11.785574913024902, -4.709657669067383, -4.611425399780273, -7.726393699645996, -6.527368545532227, -5.9424896240234375, -14.152270317077637, -11.53309154510498, -9.901996612548828, -10.596455574035645, -11.282567977905273, -0.18230056762695312, -4.615171432495117, -4.497783660888672, -5.886602401733398, -0.2883262634277344, -10.981691360473633, -11.392988204956055, -4.843024253845215, -10.337583541870117, -9.84786605834961, -11.068428039550781, -3.9829235076904297, -12.82540512084961, -14.489007949829102, -13.644475936889648, -12.001608848571777, -8.703468322753906, -8.04757308959961, -3.2255420684814453, -1.3764266967773438, -10.41692066192627]	[-10.173481941223145, -2.868144989013672, -7.772890567779541, -15.95301628112793, -8.342485427856445, -14.089847564697266, -12.230117797851562, -11.785574913024902, -4.709657669067383, -4.611425399780273, -7.726393699645996, -6.527368545532227, -5.9424896240234375, -14.152270317077637, -11.53309154510498, -9.901996612548828, -10.596455574035645, -11.282567977905273, -0.18230056762695312, -4.615171432495117, -4.497783660888672, -5.886602401733398, -0.2883262634277344, -10.981691360473633, -11.392988204956055, -4.843024253845215, -10.337583541870117, -9.84786605834961, -11.068428039550781, -3.9829235076904297, -14.543686866760254, -12.778491020202637, -13.574007034301758, -11.596274375915527, -8.64561653137207, -7.9349260330200195, -3.333555221557617, -1.3797330856323242, -10.372668266296387]	332.8543701171875	332.2829284667969	-0.571441650390625
