	sen	verb	verb_idx	cop	cop_idx	child	child_idx	child_features	child_upos	head	head_idx	head_features	head_upos	distance	attractors	metadata	swap_head	feature_vals	prefix	wrong_sen	congruent_attractors	incongruent_attractors	num_attractors	num_congruent_attractors	num_incongruent_attractors	has_attractors	only_has_congruent_attractors	only_has_incongruent_attractors	sample_weight	phenomenon	lang	grammatical_feature	ungrammatical_feature	wo	inflect_item	agreement_certainty	sen_prob	wrong_prob	sen_nll	wrong_nll	delta
0	kendi hatalarımı kendim yaptım bile diyemiyorum .	yaptım	3			kendim	2	{'PronType': 'Prs', 'Reflex': 'Yes', 'lemma': 'kendi'}	PRON	yaptım	3	{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Polarity': 'Pos', 'Tense': 'Past', 'VerbForm': 'Fin', 'lemma': 'yap'}	VERB	1	[]	{'sent_id': '15-8524.train', 'text': 'kendi hatalarımı kendim yaptım bile diyemiyorum .', 'treebank': 'UD_Turkish-Penn/tr_penn-ud-train.conllu'}	yaptı	1 -> 3	kendi hatalarımı kendim	kendi hatalarımı kendim yaptı bile diyemiyorum .	[]	[]	0	0	0	False	False	False	0.0208235029966	SV-P	tur	1	3	SV	verb	+	[-11.061671257019043, -10.519593238830566, -8.379781723022461, -7.574211120605469, -6.811156272888184, -9.877808570861816, -3.7257843017578125, -0.22825145721435547]	[-11.061671257019043, -10.519593238830566, -8.379781723022461, -9.824079513549805, -7.6689252853393555, -10.132974624633789, -3.8484630584716797, -0.3327598571777344]	58.17825698852539	61.768253326416016	3.589996337890625
1	Çoğumuz bir sersem tanıyoruz .	tanıyoruz	3			Çoğumuz	0	{'PronType': 'Ind', 'lemma': 'çoğu'}	PRON	tanıyoruz	3	{'Aspect': 'Prog', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '1', 'Polarity': 'Pos', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'tanı'}	VERB	3	[]	{'sent_id': '15-5776.train', 'text': 'Çoğumuz bir sersem tanıyoruz .', 'treebank': 'UD_Turkish-Penn/tr_penn-ud-train.conllu'}	tanıyorlar	1 -> 3	Çoğumuz bir sersem	Çoğumuz bir sersem tanıyorlar .	[]	[]	0	0	0	False	False	False	0.1207763173802805	SV-P	tur	1	3	SV	verb	+	[-4.778453826904297, -11.026782989501953, -14.84350299835205, -3.5707359313964844]	[-4.778453826904297, -11.026782989501953, -13.35965633392334, -6.5001678466796875]	34.21947479248047	35.665061950683594	1.445587158203125
2	Bu ikinci firar teşebbüsünden sonra , kendim de pişman oldum .	oldum	9			kendim	6	{'PronType': 'Prs', 'Reflex': 'Yes', 'lemma': 'kendi'}	PRON	oldum	9	{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Polarity': 'Pos', 'Tense': 'Past', 'VerbForm': 'Fin', 'lemma': 'ol'}	VERB	3	[]	{'sent_id': '2218.test', 'text': 'Bu ikinci firar teşebbüsünden sonra , kendim de pişman oldum .', 'treebank': 'UD_Turkish-Kenet/tr_kenet-ud-train.conllu'}	oldu	1 -> 3	Bu ikinci firar teşebbüsünden sonra , kendim de pişman	Bu ikinci firar teşebbüsünden sonra , kendim de pişman oldu .	[]	[]	0	0	0	False	False	False	0.0100646931150233	SV-P	tur	1	3	SV	verb	+	[-7.607264518737793, -8.866884231567383, -1.9579038619995117, -11.733428955078125, -6.050032615661621, -5.190174102783203, -0.873021125793457, -12.023747444152832, -5.370087623596191, -9.317545890808105, -5.156954765319824, -0.7514123916625977]	[-7.607264518737793, -8.866884231567383, -1.9579038619995117, -11.733428955078125, -6.050032615661621, -5.190174102783203, -0.873021125793457, -12.023747444152832, -5.370087623596191, -9.317545890808105, -5.870183944702148, -0.8042173385620117]	74.8984603881836	75.66448974609375	0.7660293579101562
3	"Eleştirileri "" Ben Balzac okudum , "" diye cevaplıyor ."	okudum	4			Ben	2	{'PronType': 'Prs', 'lemma': 'ben'}	PRON	okudum	4	{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Polarity': 'Pos', 'Tense': 'Past', 'VerbForm': 'Fin', 'lemma': 'oku'}	VERB	2	[]	"{'sent_id': '15-1112.train', 'text': 'Eleştirileri "" Ben Balzac okudum , "" diye cevaplıyor .', 'treebank': 'UD_Turkish-Penn/tr_penn-ud-train.conllu'}"	okudu	1 -> 3	"Eleştirileri "" Ben Balzac"	"Eleştirileri "" Ben Balzac okudu , "" diye cevaplıyor ."	[]	[]	0	0	0	False	False	False	0.0005730786115315	SV-P	tur	1	3	SV	verb	+	[-9.132960319519043, -9.570589065551758, -8.357986450195312, -7.74938440322876, -11.695556640625, -7.8128204345703125, -6.399579048156738, -14.06360912322998, -1.8299598693847656, -2.944003105163574, -2.9463701248168945, -5.976657867431641, -4.240819931030273, -2.4121580123901367]	[-9.132960319519043, -9.570589065551758, -8.357986450195312, -7.74938440322876, -11.695556640625, -7.8128204345703125, -6.399579048156738, -14.084541320800781, -1.5252408981323242, -3.262655258178711, -3.272433280944824, -5.740272045135498, -4.323184967041016, -2.6086015701293945]	95.13245391845703	95.53580474853516	0.403350830078125
4	Biz , yolun üstünde , kasabanın çıkış yerinde boş bir handa otururduk .	otururduk	11			Biz	0	{'PronType': 'Prs', 'lemma': 'biz'}	PRON	otururduk	11	{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '1', 'Polarity': 'Pos', 'Tense': 'Past', 'VerbForm': 'Fin', 'lemma': 'otur'}	VERB	11	[{'id': 3, 'form': 'yolun', 'lemma': 'yol', 'upos': 'NOUN', 'xpos': None, 'feats': {'Case': 'Gen', 'Number': 'Sing', 'Person': '3'}, 'head': 4, 'deprel': 'nmod', 'deps': None, 'misc': None}, {'id': 4, 'form': 'üstünde', 'lemma': 'üst', 'upos': 'NOUN', 'xpos': None, 'feats': {'Case': 'Loc', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person': '3', 'Person[psor]': '3'}, 'head': 12, 'deprel': 'obl', 'deps': None, 'misc': None}, {'id': 6, 'form': 'kasabanın', 'lemma': 'kasaba', 'upos': 'NOUN', 'xpos': None, 'feats': {'Case': 'Gen', 'Number': 'Sing', 'Person': '3'}, 'head': 8, 'deprel': 'nmod', 'deps': None, 'misc': None}, {'id': 7, 'form': 'çıkış', 'lemma': 'çık', 'upos': 'NOUN', 'xpos': None, 'feats': {'Case': 'Nom', 'Number': 'Sing', 'Person': '3'}, 'head': 8, 'deprel': 'nmod', 'deps': None, 'misc': None}, {'id': 8, 'form': 'yerinde', 'lemma': 'yer', 'upos': 'NOUN', 'xpos': None, 'feats': {'Case': 'Loc', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person': '3', 'Person[psor]': '3'}, 'head': 12, 'deprel': 'obl', 'deps': None, 'misc': None}]	{'sent_id': '3441.train', 'text': 'Biz , yolun üstünde , kasabanın çıkış yerinde boş bir handa otururduk .', 'treebank': 'UD_Turkish-Kenet/tr_kenet-ud-train.conllu'}	oturdular	1 -> 3	Biz , yolun üstünde , kasabanın çıkış yerinde boş bir handa	Biz , yolun üstünde , kasabanın çıkış yerinde boş bir handa oturdular .	[]	[{'id': 3, 'form': 'yolun', 'lemma': 'yol', 'upos': 'NOUN', 'xpos': None, 'feats': {'Case': 'Gen', 'Number': 'Sing', 'Person': '3'}, 'head': 4, 'deprel': 'nmod', 'deps': None, 'misc': None}, {'id': 4, 'form': 'üstünde', 'lemma': 'üst', 'upos': 'NOUN', 'xpos': None, 'feats': {'Case': 'Loc', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person': '3', 'Person[psor]': '3'}, 'head': 12, 'deprel': 'obl', 'deps': None, 'misc': None}, {'id': 6, 'form': 'kasabanın', 'lemma': 'kasaba', 'upos': 'NOUN', 'xpos': None, 'feats': {'Case': 'Gen', 'Number': 'Sing', 'Person': '3'}, 'head': 8, 'deprel': 'nmod', 'deps': None, 'misc': None}, {'id': 7, 'form': 'çıkış', 'lemma': 'çık', 'upos': 'NOUN', 'xpos': None, 'feats': {'Case': 'Nom', 'Number': 'Sing', 'Person': '3'}, 'head': 8, 'deprel': 'nmod', 'deps': None, 'misc': None}, {'id': 8, 'form': 'yerinde', 'lemma': 'yer', 'upos': 'NOUN', 'xpos': None, 'feats': {'Case': 'Loc', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person': '3', 'Person[psor]': '3'}, 'head': 12, 'deprel': 'obl', 'deps': None, 'misc': None}]	5	0	5	True	False	True	0.0010590798242694	SV-P	tur	1	3	SV	verb	+	[-4.263451099395752, -11.597329139709473, -8.897116661071777, -3.3642024993896484, -10.747575759887695, -10.977365493774414, -9.402238845825195, -9.672111511230469, -2.3919143676757812, -11.231122970581055, -7.216830730438232, -7.9850263595581055, -5.010793685913086, -0.20280933380126953]	[-4.263451099395752, -11.597329139709473, -8.897116661071777, -3.3642024993896484, -10.747575759887695, -10.977365493774414, -9.402238845825195, -9.672111511230469, -2.3919143676757812, -11.231122970581055, -7.216830730438232, -7.064571380615234, -7.188453197479248, -0.7794189453125]	102.95987701416016	104.79369354248047	1.8338165283203125
5	Bizler kendisini bu bataklıktan kurtarmak için fazlasını bile yaptık .	yaptık	8			Bizler	0	{'PronType': 'Prs', 'lemma': 'biz'}	PRON	yaptık	8	{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '1', 'Polarity': 'Pos', 'Tense': 'Past', 'VerbForm': 'Fin', 'lemma': 'yap'}	VERB	8	[{'id': 4, 'form': 'bataklıktan', 'lemma': 'bataklık', 'upos': 'NOUN', 'xpos': None, 'feats': {'Case': 'Abl', 'Number': 'Sing', 'Person': '3'}, 'head': 5, 'deprel': 'obl', 'deps': None, 'misc': None}, {'id': 5, 'form': 'kurtarmak', 'lemma': 'kurtar', 'upos': 'NOUN', 'xpos': None, 'feats': {'Case': 'Nom', 'Number': 'Sing', 'Person': '3'}, 'head': 9, 'deprel': 'advcl', 'deps': None, 'misc': None}, {'id': 7, 'form': 'fazlasını', 'lemma': 'fazla', 'upos': 'NOUN', 'xpos': None, 'feats': {'Case': 'Acc', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person': '3', 'Person[psor]': '3'}, 'head': 9, 'deprel': 'obj', 'deps': None, 'misc': None}]	{'sent_id': '0595.test', 'text': 'Bizler kendisini bu bataklıktan kurtarmak için fazlasını bile yaptık .', 'treebank': 'UD_Turkish-Kenet/tr_kenet-ud-train.conllu'}	yaptılar	1 -> 3	Bizler kendisini bu bataklıktan kurtarmak için fazlasını bile	Bizler kendisini bu bataklıktan kurtarmak için fazlasını bile yaptılar .	[]	[{'id': 4, 'form': 'bataklıktan', 'lemma': 'bataklık', 'upos': 'NOUN', 'xpos': None, 'feats': {'Case': 'Abl', 'Number': 'Sing', 'Person': '3'}, 'head': 5, 'deprel': 'obl', 'deps': None, 'misc': None}, {'id': 5, 'form': 'kurtarmak', 'lemma': 'kurtar', 'upos': 'NOUN', 'xpos': None, 'feats': {'Case': 'Nom', 'Number': 'Sing', 'Person': '3'}, 'head': 9, 'deprel': 'advcl', 'deps': None, 'misc': None}, {'id': 7, 'form': 'fazlasını', 'lemma': 'fazla', 'upos': 'NOUN', 'xpos': None, 'feats': {'Case': 'Acc', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person': '3', 'Person[psor]': '3'}, 'head': 9, 'deprel': 'obj', 'deps': None, 'misc': None}]	3	0	3	True	False	True	0.0798848781734636	SV-P	tur	1	3	SV	verb	+	[-9.263702392578125, -5.12044620513916, -8.82339859008789, -5.068539619445801, -6.8730316162109375, -1.903733253479004, -12.286043167114258, -8.392921447753906, -8.831501960754395, -0.2657747268676758]	[-9.263702392578125, -5.12044620513916, -8.82339859008789, -5.068539619445801, -6.8730316162109375, -1.903733253479004, -12.286043167114258, -8.392921447753906, -9.63175106048584, -0.3323860168457031]	66.82909393310547	67.69595336914062	0.8668594360351562
6	Ben de kendimce sınamak istedim bunu.	istedim	4			Ben	0	{'Case': 'Nom', 'Number': 'Sing', 'Person': '1', 'lemma': 'ben'}	PRON	istedim	4	{'Aspect': 'Perf', 'Evident': 'Fh', 'Number': 'Sing', 'Person': '1', 'Polarity': 'Pos', 'Tense': 'Past', 'lemma': 'iste'}	VERB	4	[{'id': 3, 'form': 'kendimce', 'lemma': 'kendi', 'upos': 'NOUN', 'xpos': None, 'feats': {'Case': 'Equ', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person': '1', 'Person[psor]': '1'}, 'head': 5, 'deprel': 'obl', 'deps': None, 'misc': None}]	{'sent_id': 'ins_1207', 'text': 'Ben de kendimce sınamak istedim bunu.', 'treebank': 'UD_Turkish-BOUN/tr_boun-ud-test.conllu'}	istedi	1 -> 3	Ben de kendimce sınamak	Ben de kendimce sınamak istedi bunu.	[{'id': 3, 'form': 'kendimce', 'lemma': 'kendi', 'upos': 'NOUN', 'xpos': None, 'feats': {'Case': 'Equ', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person': '1', 'Person[psor]': '1'}, 'head': 5, 'deprel': 'obl', 'deps': None, 'misc': None}]	[]	1	1	0	True	True	False	0.0081828741083441	SV-P	tur	1	3	SV	verb	+	[-1.7983713150024414, -5.993306636810303, -7.9835429191589355, -9.307168006896973, -4.519449234008789, -6.827447891235352, -7.217705249786377, -10.93560791015625]	[-1.7983713150024414, -5.993306636810303, -7.9835429191589355, -9.307168006896973, -4.519449234008789, -4.293430328369141, -5.609891891479492, -10.615964889526367]	54.58259963989258	50.121131896972656	-4.461467742919922
7	Ben kaçıyorum , abim de arkamdan koşuyor .	kaçıyorum	1			Ben	0	{'PronType': 'Prs', 'lemma': 'ben'}	PRON	kaçıyorum	1	{'Aspect': 'Prog', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Polarity': 'Pos', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'kaç'}	VERB	1	[]	{'sent_id': 'Forward_Motion-0004.train', 'text': 'Ben kaçıyorum , abim de arkamdan koşuyor .', 'treebank': 'UD_Turkish-FrameNet/tr_framenet-ud-train.conllu'}	kaçıyor	1 -> 3	Ben	Ben kaçıyor , abim de arkamdan koşuyor .	[]	[]	0	0	0	False	False	False	0.0002223149786113	SV-P	tur	1	3	SV	verb	+	[-6.663980007171631, -3.9567995071411133, -2.476689338684082, -9.614255905151367, -9.383391380310059, -4.845788955688477, -9.474799156188965, -14.018467903137207, -3.1968774795532227]	[-14.153671264648438, -6.555059432983398, -10.85212230682373, -9.891853332519531, -6.082066535949707, -9.729602813720703, -13.320961952209473, -2.6454172134399414]	63.631046295166016	73.23075103759766	9.59970474243164
8	Ama ben , bir kitap üzerine bir fikir edinmek istedim mi o kitabı kendim okurum .	okurum	14			kendim	13	{'PronType': 'Prs', 'Reflex': 'Yes', 'lemma': 'kendi'}	PRON	okurum	14	{'Aspect': 'Hab', 'Mood': 'Gen', 'Number': 'Sing', 'Person': '1', 'Polarity': 'Pos', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'oku'}	VERB	1	[]	{'sent_id': '7386.train', 'text': 'Ama ben , bir kitap üzerine bir fikir edinmek istedim mi o kitabı kendim okurum .', 'treebank': 'UD_Turkish-Kenet/tr_kenet-ud-train.conllu'}	okur	1 -> 3	Ama ben , bir kitap üzerine bir fikir edinmek istedim mi o kitabı kendim	Ama ben , bir kitap üzerine bir fikir edinmek istedim mi o kitabı kendim okur .	[]	[]	0	0	0	False	False	False	0.0624705089898002	SV-P	tur	1	3	SV	verb	+	[-2.775881767272949, -3.7471675872802734, -4.168973922729492, -6.800727844238281, -8.835311889648438, -3.8222665786743164, -8.0698881149292, -9.648218154907227, -5.0852766036987305, -4.212018013000488, -9.088911056518555, -9.933540344238281, -9.464883804321289, -7.919821739196777, -2.8194398880004883]	[-2.775881767272949, -3.7471675872802734, -4.168973922729492, -6.800727844238281, -8.835311889648438, -3.8222665786743164, -8.0698881149292, -9.648218154907227, -5.0852766036987305, -4.212018013000488, -9.088911056518555, -9.933540344238281, -9.464883804321289, -8.556028366088867, -6.240902900695801]	96.39232635498047	100.44999694824219	4.057670593261719
9	"Bu zeki ve dindar işçimiz, parmağını dudağına bastırarak ""sus!"" işareti verdikten sonra bana şöyle karşılık verdi: Mutlulukla aramızda kendimiz mi duruyoruz? Müzik aletlerini göz önüne alalım."	duruyoruz	25			kendimiz	23	{'Case': 'Nom', 'Number': 'Plur', 'Number[psor]': 'Plur', 'Person': '1', 'Person[psor]': '1', 'Reflex': 'Yes', 'lemma': 'kendi'}	PRON	duruyoruz	25	{'Aspect': 'Imp', 'Number': 'Plur', 'Person': '1', 'Polarity': 'Pos', 'Tense': 'Pres', 'lemma': 'dur'}	VERB	2	[]	"{'sent_id': 'ess_1320', 'text': 'Bu zeki ve dindar işçimiz, parmağını dudağına bastırarak ""sus!"" işareti verdikten sonra bana şöyle karşılık verdi: Mutlulukla aramızda kendimiz mi duruyoruz? Müzik aletlerini göz önüne alalım.', 'treebank': 'UD_Turkish-BOUN/tr_boun-ud-train.conllu'}"	duruyorlar	1 -> 3	"Bu zeki ve dindar işçimiz, parmağını dudağına bastırarak ""sus!"" işareti verdikten sonra bana şöyle karşılık verdi: Mutlulukla aramızda kendimiz mi"	"Bu zeki ve dindar işçimiz, parmağını dudağına bastırarak ""sus!"" işareti verdikten sonra bana şöyle karşılık verdi: Mutlulukla aramızda kendimiz mi duruyorlar? Müzik aletlerini göz önüne alalım."	[]	[]	0	0	0	False	False	False	0.0402587724600935	SV-P	tur	1	3	SV	verb	+	[-10.05960464477539, -2.9775123596191406, -8.355636596679688, -16.147998809814453, -8.254884719848633, -14.881298065185547, -12.15418529510498, -11.961016654968262, -4.80690860748291, -5.333782196044922, -7.161131381988525, -6.157017707824707, -6.694189071655273, -14.250436782836914, -11.611291885375977, -9.499022483825684, -10.353408813476562, -11.203293800354004, -0.34757423400878906, -4.475128173828125, -4.684370040893555, -5.318256378173828, -0.482696533203125, -10.789706230163574, -11.29507064819336, -4.982460021972656, -9.421356201171875, -10.441102981567383, -11.231645584106445, -4.237364768981934, -12.548110961914062, -14.614871978759766, -13.42044734954834, -10.76560115814209, -9.037965774536133, -8.17251205444336, -3.8514509201049805, -1.6110124588012695, -10.480155944824219]	[-10.05960464477539, -2.9775123596191406, -8.355636596679688, -16.147998809814453, -8.254884719848633, -14.881298065185547, -12.15418529510498, -11.961016654968262, -4.80690860748291, -5.333782196044922, -7.161131381988525, -6.157017707824707, -6.694189071655273, -14.250436782836914, -11.611291885375977, -9.499022483825684, -10.353408813476562, -11.203293800354004, -0.34757423400878906, -4.475128173828125, -4.684370040893555, -5.318256378173828, -0.482696533203125, -10.789706230163574, -11.29507064819336, -4.982460021972656, -9.421356201171875, -10.441102981567383, -11.231645584106445, -4.237364768981934, -14.964672088623047, -13.004444122314453, -13.436534881591797, -10.42837905883789, -8.880332946777344, -8.056254386901855, -3.913370132446289, -1.6433095932006836, -10.447040557861328]	334.07147216796875	334.3436584472656	0.272186279296875
