	sen	verb	verb_idx	cop	cop_idx	child	child_idx	child_features	child_upos	head	head_idx	head_features	head_upos	distance	attractors	metadata	swap_head	feature_vals	prefix	wrong_sen	congruent_attractors	incongruent_attractors	num_attractors	num_congruent_attractors	num_incongruent_attractors	has_attractors	only_has_congruent_attractors	only_has_incongruent_attractors	sample_weight	phenomenon	lang	grammatical_feature	ungrammatical_feature	wo	inflect_item	agreement_certainty	sen_prob	wrong_prob	sen_nll	wrong_nll	delta
0	kendi hatalarımı kendim yaptım bile diyemiyorum .	yaptım	3			kendim	2	{'PronType': 'Prs', 'Reflex': 'Yes', 'lemma': 'kendi'}	PRON	yaptım	3	{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Polarity': 'Pos', 'Tense': 'Past', 'VerbForm': 'Fin', 'lemma': 'yap'}	VERB	1	[]	{'sent_id': '15-8524.train', 'text': 'kendi hatalarımı kendim yaptım bile diyemiyorum .', 'treebank': 'UD_Turkish-Penn/tr_penn-ud-train.conllu'}	yaptı	1 -> 3	kendi hatalarımı kendim	kendi hatalarımı kendim yaptı bile diyemiyorum .	[]	[]	0	0	0	False	False	False	0.0208235029966	SV-P	tur	1	3	SV	verb	+	[-10.297969818115234, -10.818056106567383, -8.379695892333984, -6.349360466003418, -7.0219879150390625, -9.706588745117188, -3.845431327819824, -0.2624998092651367]	[-10.297969818115234, -10.818056106567383, -8.379695892333984, -8.782503128051758, -7.477289199829102, -9.859451293945312, -3.8860769271850586, -0.32075977325439453]	56.68159103393555	59.82180404663086	3.1402130126953125
1	Çoğumuz bir sersem tanıyoruz .	tanıyoruz	3			Çoğumuz	0	{'PronType': 'Ind', 'lemma': 'çoğu'}	PRON	tanıyoruz	3	{'Aspect': 'Prog', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '1', 'Polarity': 'Pos', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'tanı'}	VERB	3	[]	{'sent_id': '15-5776.train', 'text': 'Çoğumuz bir sersem tanıyoruz .', 'treebank': 'UD_Turkish-Penn/tr_penn-ud-train.conllu'}	tanıyorlar	1 -> 3	Çoğumuz bir sersem	Çoğumuz bir sersem tanıyorlar .	[]	[]	0	0	0	False	False	False	0.1207763173802805	SV-P	tur	1	3	SV	verb	+	[-4.656130313873291, -11.63749885559082, -15.251611709594727, -2.239985466003418]	[-4.656130313873291, -11.63749885559082, -13.510927200317383, -5.865291595458984]	33.78522491455078	35.66984558105469	1.8846206665039062
2	Bu ikinci firar teşebbüsünden sonra , kendim de pişman oldum .	oldum	9			kendim	6	{'PronType': 'Prs', 'Reflex': 'Yes', 'lemma': 'kendi'}	PRON	oldum	9	{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Polarity': 'Pos', 'Tense': 'Past', 'VerbForm': 'Fin', 'lemma': 'ol'}	VERB	3	[]	{'sent_id': '2218.test', 'text': 'Bu ikinci firar teşebbüsünden sonra , kendim de pişman oldum .', 'treebank': 'UD_Turkish-Kenet/tr_kenet-ud-train.conllu'}	oldu	1 -> 3	Bu ikinci firar teşebbüsünden sonra , kendim de pişman	Bu ikinci firar teşebbüsünden sonra , kendim de pişman oldu .	[]	[]	0	0	0	False	False	False	0.0100646931150233	SV-P	tur	1	3	SV	verb	+	[-7.446744918823242, -10.446653366088867, -3.0288619995117188, -12.0288724899292, -6.541631698608398, -5.082193851470947, -1.2163782119750977, -11.628028869628906, -5.3162336349487305, -10.36257553100586, -5.522716522216797, -0.6514291763305664]	[-7.446744918823242, -10.446653366088867, -3.0288619995117188, -12.0288724899292, -6.541631698608398, -5.082193851470947, -1.2163782119750977, -11.628028869628906, -5.3162336349487305, -10.36257553100586, -6.4946699142456055, -0.5877542495727539]	79.2723159790039	80.18059539794922	0.9082794189453125
3	"Eleştirileri "" Ben Balzac okudum , "" diye cevaplıyor ."	okudum	4			Ben	2	{'PronType': 'Prs', 'lemma': 'ben'}	PRON	okudum	4	{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Polarity': 'Pos', 'Tense': 'Past', 'VerbForm': 'Fin', 'lemma': 'oku'}	VERB	2	[]	"{'sent_id': '15-1112.train', 'text': 'Eleştirileri "" Ben Balzac okudum , "" diye cevaplıyor .', 'treebank': 'UD_Turkish-Penn/tr_penn-ud-train.conllu'}"	okudu	1 -> 3	"Eleştirileri "" Ben Balzac"	"Eleştirileri "" Ben Balzac okudu , "" diye cevaplıyor ."	[]	[]	0	0	0	False	False	False	0.0005730786115315	SV-P	tur	1	3	SV	verb	+	[-7.144242286682129, -9.342869758605957, -8.403217315673828, -7.125207901000977, -10.732427597045898, -6.380558490753174, -6.321902275085449, -13.503325462341309, -1.6237945556640625, -2.361414909362793, -2.6775760650634766, -5.54497766494751, -4.253077507019043, -2.1652374267578125]	[-7.144242286682129, -9.342869758605957, -8.403217315673828, -7.125207901000977, -10.732427597045898, -6.380558490753174, -6.321902275085449, -13.612153053283691, -1.4075355529785156, -2.7382755279541016, -3.032639503479004, -5.2897257804870605, -4.374285697937012, -2.348388671875]	87.579833984375	88.25342559814453	0.6735916137695312
4	Biz , yolun üstünde , kasabanın çıkış yerinde boş bir handa otururduk .	otururduk	11			Biz	0	{'PronType': 'Prs', 'lemma': 'biz'}	PRON	otururduk	11	{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '1', 'Polarity': 'Pos', 'Tense': 'Past', 'VerbForm': 'Fin', 'lemma': 'otur'}	VERB	11	[{'id': 3, 'form': 'yolun', 'lemma': 'yol', 'upos': 'NOUN', 'xpos': None, 'feats': {'Case': 'Gen', 'Number': 'Sing', 'Person': '3'}, 'head': 4, 'deprel': 'nmod', 'deps': None, 'misc': None}, {'id': 4, 'form': 'üstünde', 'lemma': 'üst', 'upos': 'NOUN', 'xpos': None, 'feats': {'Case': 'Loc', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person': '3', 'Person[psor]': '3'}, 'head': 12, 'deprel': 'obl', 'deps': None, 'misc': None}, {'id': 6, 'form': 'kasabanın', 'lemma': 'kasaba', 'upos': 'NOUN', 'xpos': None, 'feats': {'Case': 'Gen', 'Number': 'Sing', 'Person': '3'}, 'head': 8, 'deprel': 'nmod', 'deps': None, 'misc': None}, {'id': 7, 'form': 'çıkış', 'lemma': 'çık', 'upos': 'NOUN', 'xpos': None, 'feats': {'Case': 'Nom', 'Number': 'Sing', 'Person': '3'}, 'head': 8, 'deprel': 'nmod', 'deps': None, 'misc': None}, {'id': 8, 'form': 'yerinde', 'lemma': 'yer', 'upos': 'NOUN', 'xpos': None, 'feats': {'Case': 'Loc', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person': '3', 'Person[psor]': '3'}, 'head': 12, 'deprel': 'obl', 'deps': None, 'misc': None}]	{'sent_id': '3441.train', 'text': 'Biz , yolun üstünde , kasabanın çıkış yerinde boş bir handa otururduk .', 'treebank': 'UD_Turkish-Kenet/tr_kenet-ud-train.conllu'}	oturdular	1 -> 3	Biz , yolun üstünde , kasabanın çıkış yerinde boş bir handa	Biz , yolun üstünde , kasabanın çıkış yerinde boş bir handa oturdular .	[]	[{'id': 3, 'form': 'yolun', 'lemma': 'yol', 'upos': 'NOUN', 'xpos': None, 'feats': {'Case': 'Gen', 'Number': 'Sing', 'Person': '3'}, 'head': 4, 'deprel': 'nmod', 'deps': None, 'misc': None}, {'id': 4, 'form': 'üstünde', 'lemma': 'üst', 'upos': 'NOUN', 'xpos': None, 'feats': {'Case': 'Loc', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person': '3', 'Person[psor]': '3'}, 'head': 12, 'deprel': 'obl', 'deps': None, 'misc': None}, {'id': 6, 'form': 'kasabanın', 'lemma': 'kasaba', 'upos': 'NOUN', 'xpos': None, 'feats': {'Case': 'Gen', 'Number': 'Sing', 'Person': '3'}, 'head': 8, 'deprel': 'nmod', 'deps': None, 'misc': None}, {'id': 7, 'form': 'çıkış', 'lemma': 'çık', 'upos': 'NOUN', 'xpos': None, 'feats': {'Case': 'Nom', 'Number': 'Sing', 'Person': '3'}, 'head': 8, 'deprel': 'nmod', 'deps': None, 'misc': None}, {'id': 8, 'form': 'yerinde', 'lemma': 'yer', 'upos': 'NOUN', 'xpos': None, 'feats': {'Case': 'Loc', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person': '3', 'Person[psor]': '3'}, 'head': 12, 'deprel': 'obl', 'deps': None, 'misc': None}]	5	0	5	True	False	True	0.0010590798242694	SV-P	tur	1	3	SV	verb	+	[-3.635362148284912, -11.611879348754883, -7.359715938568115, -3.659473419189453, -10.827316284179688, -10.846197128295898, -8.532350540161133, -8.881991386413574, -2.118267059326172, -10.401453018188477, -6.735110282897949, -8.300642013549805, -5.8790388107299805, -0.3758563995361328]	[-3.635362148284912, -11.611879348754883, -7.359715938568115, -3.659473419189453, -10.827316284179688, -10.846197128295898, -8.532350540161133, -8.881991386413574, -2.118267059326172, -10.401453018188477, -6.735110282897949, -7.638293266296387, -7.164834499359131, -1.4316902160644531]	99.16464233398438	100.84392547607422	1.6792831420898438
5	Bizler kendisini bu bataklıktan kurtarmak için fazlasını bile yaptık .	yaptık	8			Bizler	0	{'PronType': 'Prs', 'lemma': 'biz'}	PRON	yaptık	8	{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '1', 'Polarity': 'Pos', 'Tense': 'Past', 'VerbForm': 'Fin', 'lemma': 'yap'}	VERB	8	[{'id': 4, 'form': 'bataklıktan', 'lemma': 'bataklık', 'upos': 'NOUN', 'xpos': None, 'feats': {'Case': 'Abl', 'Number': 'Sing', 'Person': '3'}, 'head': 5, 'deprel': 'obl', 'deps': None, 'misc': None}, {'id': 5, 'form': 'kurtarmak', 'lemma': 'kurtar', 'upos': 'NOUN', 'xpos': None, 'feats': {'Case': 'Nom', 'Number': 'Sing', 'Person': '3'}, 'head': 9, 'deprel': 'advcl', 'deps': None, 'misc': None}, {'id': 7, 'form': 'fazlasını', 'lemma': 'fazla', 'upos': 'NOUN', 'xpos': None, 'feats': {'Case': 'Acc', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person': '3', 'Person[psor]': '3'}, 'head': 9, 'deprel': 'obj', 'deps': None, 'misc': None}]	{'sent_id': '0595.test', 'text': 'Bizler kendisini bu bataklıktan kurtarmak için fazlasını bile yaptık .', 'treebank': 'UD_Turkish-Kenet/tr_kenet-ud-train.conllu'}	yaptılar	1 -> 3	Bizler kendisini bu bataklıktan kurtarmak için fazlasını bile	Bizler kendisini bu bataklıktan kurtarmak için fazlasını bile yaptılar .	[]	[{'id': 4, 'form': 'bataklıktan', 'lemma': 'bataklık', 'upos': 'NOUN', 'xpos': None, 'feats': {'Case': 'Abl', 'Number': 'Sing', 'Person': '3'}, 'head': 5, 'deprel': 'obl', 'deps': None, 'misc': None}, {'id': 5, 'form': 'kurtarmak', 'lemma': 'kurtar', 'upos': 'NOUN', 'xpos': None, 'feats': {'Case': 'Nom', 'Number': 'Sing', 'Person': '3'}, 'head': 9, 'deprel': 'advcl', 'deps': None, 'misc': None}, {'id': 7, 'form': 'fazlasını', 'lemma': 'fazla', 'upos': 'NOUN', 'xpos': None, 'feats': {'Case': 'Acc', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person': '3', 'Person[psor]': '3'}, 'head': 9, 'deprel': 'obj', 'deps': None, 'misc': None}]	3	0	3	True	False	True	0.0798848781734636	SV-P	tur	1	3	SV	verb	+	[-9.54498291015625, -4.845272541046143, -9.149511337280273, -5.32114315032959, -6.955975532531738, -1.5271263122558594, -11.045600891113281, -7.82211971282959, -8.53169059753418, -0.7970104217529297]	[-9.54498291015625, -4.845272541046143, -9.149511337280273, -5.32114315032959, -6.955975532531738, -1.5271263122558594, -11.045600891113281, -7.82211971282959, -9.489331245422363, -0.6019868850708008]	65.54043579101562	66.30304718017578	0.7626113891601562
6	Ben de kendimce sınamak istedim bunu.	istedim	4			Ben	0	{'Case': 'Nom', 'Number': 'Sing', 'Person': '1', 'lemma': 'ben'}	PRON	istedim	4	{'Aspect': 'Perf', 'Evident': 'Fh', 'Number': 'Sing', 'Person': '1', 'Polarity': 'Pos', 'Tense': 'Past', 'lemma': 'iste'}	VERB	4	[{'id': 3, 'form': 'kendimce', 'lemma': 'kendi', 'upos': 'NOUN', 'xpos': None, 'feats': {'Case': 'Equ', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person': '1', 'Person[psor]': '1'}, 'head': 5, 'deprel': 'obl', 'deps': None, 'misc': None}]	{'sent_id': 'ins_1207', 'text': 'Ben de kendimce sınamak istedim bunu.', 'treebank': 'UD_Turkish-BOUN/tr_boun-ud-test.conllu'}	istedi	1 -> 3	Ben de kendimce sınamak	Ben de kendimce sınamak istedi bunu.	[{'id': 3, 'form': 'kendimce', 'lemma': 'kendi', 'upos': 'NOUN', 'xpos': None, 'feats': {'Case': 'Equ', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person': '1', 'Person[psor]': '1'}, 'head': 5, 'deprel': 'obl', 'deps': None, 'misc': None}]	[]	1	1	0	True	True	False	0.0081828741083441	SV-P	tur	1	3	SV	verb	+	[-3.090373992919922, -6.084861755371094, -7.21809720993042, -8.561508178710938, -3.703028678894043, -5.631448745727539, -7.411174297332764, -10.888798713684082]	[-3.090373992919922, -6.084861755371094, -7.21809720993042, -8.561508178710938, -3.703028678894043, -2.179196357727051, -6.415509223937988, -10.849209785461426]	52.58929443359375	48.101783752441406	-4.487510681152344
7	Ben kaçıyorum , abim de arkamdan koşuyor .	kaçıyorum	1			Ben	0	{'PronType': 'Prs', 'lemma': 'ben'}	PRON	kaçıyorum	1	{'Aspect': 'Prog', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Polarity': 'Pos', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'kaç'}	VERB	1	[]	{'sent_id': 'Forward_Motion-0004.train', 'text': 'Ben kaçıyorum , abim de arkamdan koşuyor .', 'treebank': 'UD_Turkish-FrameNet/tr_framenet-ud-train.conllu'}	kaçıyor	1 -> 3	Ben	Ben kaçıyor , abim de arkamdan koşuyor .	[]	[]	0	0	0	False	False	False	0.0002223149786113	SV-P	tur	1	3	SV	verb	+	[-6.777153968811035, -6.2988739013671875, -2.4585819244384766, -9.39393424987793, -10.026729583740234, -5.533452987670898, -9.481192588806152, -13.422762870788574, -4.328996181488037]	[-13.571866989135742, -7.010598182678223, -10.222558975219727, -9.92546272277832, -6.152527809143066, -9.635016441345215, -13.19597053527832, -4.11729621887207]	67.7216796875	73.831298828125	6.109619140625
8	Ama ben , bir kitap üzerine bir fikir edinmek istedim mi o kitabı kendim okurum .	okurum	14			kendim	13	{'PronType': 'Prs', 'Reflex': 'Yes', 'lemma': 'kendi'}	PRON	okurum	14	{'Aspect': 'Hab', 'Mood': 'Gen', 'Number': 'Sing', 'Person': '1', 'Polarity': 'Pos', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'oku'}	VERB	1	[]	{'sent_id': '7386.train', 'text': 'Ama ben , bir kitap üzerine bir fikir edinmek istedim mi o kitabı kendim okurum .', 'treebank': 'UD_Turkish-Kenet/tr_kenet-ud-train.conllu'}	okur	1 -> 3	Ama ben , bir kitap üzerine bir fikir edinmek istedim mi o kitabı kendim	Ama ben , bir kitap üzerine bir fikir edinmek istedim mi o kitabı kendim okur .	[]	[]	0	0	0	False	False	False	0.0624705089898002	SV-P	tur	1	3	SV	verb	+	[-3.139659881591797, -4.053921222686768, -3.4651670455932617, -7.299431800842285, -8.181800842285156, -3.223505973815918, -7.974365234375, -10.075132369995117, -4.663021087646484, -4.927048206329346, -8.617148399353027, -9.574892044067383, -9.000303268432617, -8.013532638549805, -3.0001955032348633]	[-3.139659881591797, -4.053921222686768, -3.4651670455932617, -7.299431800842285, -8.181800842285156, -3.223505973815918, -7.974365234375, -10.075132369995117, -4.663021087646484, -4.927048206329346, -8.617148399353027, -9.574892044067383, -9.000303268432617, -8.903348922729492, -6.80375862121582]	95.20912170410156	99.90250396728516	4.693382263183594
9	"Bu zeki ve dindar işçimiz, parmağını dudağına bastırarak ""sus!"" işareti verdikten sonra bana şöyle karşılık verdi: Mutlulukla aramızda kendimiz mi duruyoruz? Müzik aletlerini göz önüne alalım."	duruyoruz	25			kendimiz	23	{'Case': 'Nom', 'Number': 'Plur', 'Number[psor]': 'Plur', 'Person': '1', 'Person[psor]': '1', 'Reflex': 'Yes', 'lemma': 'kendi'}	PRON	duruyoruz	25	{'Aspect': 'Imp', 'Number': 'Plur', 'Person': '1', 'Polarity': 'Pos', 'Tense': 'Pres', 'lemma': 'dur'}	VERB	2	[]	"{'sent_id': 'ess_1320', 'text': 'Bu zeki ve dindar işçimiz, parmağını dudağına bastırarak ""sus!"" işareti verdikten sonra bana şöyle karşılık verdi: Mutlulukla aramızda kendimiz mi duruyoruz? Müzik aletlerini göz önüne alalım.', 'treebank': 'UD_Turkish-BOUN/tr_boun-ud-train.conllu'}"	duruyorlar	1 -> 3	"Bu zeki ve dindar işçimiz, parmağını dudağına bastırarak ""sus!"" işareti verdikten sonra bana şöyle karşılık verdi: Mutlulukla aramızda kendimiz mi"	"Bu zeki ve dindar işçimiz, parmağını dudağına bastırarak ""sus!"" işareti verdikten sonra bana şöyle karşılık verdi: Mutlulukla aramızda kendimiz mi duruyorlar? Müzik aletlerini göz önüne alalım."	[]	[]	0	0	0	False	False	False	0.0402587724600935	SV-P	tur	1	3	SV	verb	+	[-9.908340454101562, -2.88623046875, -8.1773042678833, -16.09980583190918, -9.964058876037598, -15.04939079284668, -12.241625785827637, -11.959074020385742, -5.449069976806641, -3.018922805786133, -7.421450614929199, -5.516487121582031, -6.388940811157227, -14.45091438293457, -11.480306625366211, -8.831277847290039, -8.839061737060547, -10.329809188842773, -0.4336252212524414, -4.459328651428223, -4.573153495788574, -4.653641700744629, -0.4198436737060547, -11.129942893981934, -10.308300018310547, -4.030921936035156, -8.148397445678711, -9.005788803100586, -11.043255805969238, -4.049957752227783, -12.703770637512207, -13.461878776550293, -13.564488410949707, -11.23933219909668, -9.538973808288574, -8.046216011047363, -3.5320615768432617, -2.68367862701416, -10.617959976196289]	[-9.908340454101562, -2.88623046875, -8.1773042678833, -16.09980583190918, -9.964058876037598, -15.04939079284668, -12.241625785827637, -11.959074020385742, -5.449069976806641, -3.018922805786133, -7.421450614929199, -5.516487121582031, -6.388940811157227, -14.45091438293457, -11.480306625366211, -8.831277847290039, -8.839061737060547, -10.329809188842773, -0.4336252212524414, -4.459328651428223, -4.573153495788574, -4.653641700744629, -0.4198436737060547, -11.129942893981934, -10.308300018310547, -4.030921936035156, -8.148397445678711, -9.005788803100586, -11.043255805969238, -4.049957752227783, -16.125038146972656, -12.323383331298828, -13.54794692993164, -10.93171215057373, -9.379839897155762, -7.965367794036865, -3.5706233978271484, -2.718226432800293, -10.59646987915039]	325.6565856933594	327.4268493652344	1.770263671875
