	sen	verb	verb_idx	cop	cop_idx	child	child_idx	child_features	child_upos	head	head_idx	head_features	head_upos	distance	attractors	metadata	swap_head	feature_vals	prefix	wrong_sen	congruent_attractors	incongruent_attractors	num_attractors	num_congruent_attractors	num_incongruent_attractors	has_attractors	only_has_congruent_attractors	only_has_incongruent_attractors	sample_weight	phenomenon	lang	grammatical_feature	ungrammatical_feature	wo	inflect_item	agreement_certainty	sen_prob	wrong_prob	sen_nll	wrong_nll	delta
0	kendi hatalarımı kendim yaptım bile diyemiyorum .	yaptım	3			kendim	2	{'PronType': 'Prs', 'Reflex': 'Yes', 'lemma': 'kendi'}	PRON	yaptım	3	{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Polarity': 'Pos', 'Tense': 'Past', 'VerbForm': 'Fin', 'lemma': 'yap'}	VERB	1	[]	{'sent_id': '15-8524.train', 'text': 'kendi hatalarımı kendim yaptım bile diyemiyorum .', 'treebank': 'UD_Turkish-Penn/tr_penn-ud-train.conllu'}	yaptı	1 -> 3	kendi hatalarımı kendim	kendi hatalarımı kendim yaptı bile diyemiyorum .	[]	[]	0	0	0	False	False	False	0.0208235029966	SV-P	tur	1	3	SV	verb	+	[-10.583562850952148, -7.940074443817139, -7.317917823791504, -4.582868576049805, -6.448659420013428, -10.247879981994629, -3.0793867111206055, -0.5365123748779297]	[-10.583562850952148, -7.940074443817139, -7.317917823791504, -6.4961442947387695, -6.942514419555664, -10.428140640258789, -3.236631393432617, -0.5294952392578125]	50.73686218261719	53.47447967529297	2.7376174926757812
1	Çoğumuz bir sersem tanıyoruz .	tanıyoruz	3			Çoğumuz	0	{'PronType': 'Ind', 'lemma': 'çoğu'}	PRON	tanıyoruz	3	{'Aspect': 'Prog', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '1', 'Polarity': 'Pos', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'tanı'}	VERB	3	[]	{'sent_id': '15-5776.train', 'text': 'Çoğumuz bir sersem tanıyoruz .', 'treebank': 'UD_Turkish-Penn/tr_penn-ud-train.conllu'}	tanıyorlar	1 -> 3	Çoğumuz bir sersem	Çoğumuz bir sersem tanıyorlar .	[]	[]	0	0	0	False	False	False	0.1207763173802805	SV-P	tur	1	3	SV	verb	+	[-3.693429470062256, -11.211708068847656, -14.653573989868164, -2.456695556640625]	[-3.693429470062256, -11.211708068847656, -14.011449813842773, -4.915277481079102]	32.01540756225586	33.83186340332031	1.8164558410644531
2	Bu ikinci firar teşebbüsünden sonra , kendim de pişman oldum .	oldum	9			kendim	6	{'PronType': 'Prs', 'Reflex': 'Yes', 'lemma': 'kendi'}	PRON	oldum	9	{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Polarity': 'Pos', 'Tense': 'Past', 'VerbForm': 'Fin', 'lemma': 'ol'}	VERB	3	[]	{'sent_id': '2218.test', 'text': 'Bu ikinci firar teşebbüsünden sonra , kendim de pişman oldum .', 'treebank': 'UD_Turkish-Kenet/tr_kenet-ud-train.conllu'}	oldu	1 -> 3	Bu ikinci firar teşebbüsünden sonra , kendim de pişman	Bu ikinci firar teşebbüsünden sonra , kendim de pişman oldu .	[]	[]	0	0	0	False	False	False	0.0100646931150233	SV-P	tur	1	3	SV	verb	+	[-8.388115882873535, -10.686564445495605, -3.961419105529785, -12.71951961517334, -5.738446235656738, -5.52496337890625, -2.7033329010009766, -10.46690559387207, -3.0777530670166016, -9.98952579498291, -6.019848823547363, -0.6886482238769531]	[-8.388115882873535, -10.686564445495605, -3.961419105529785, -12.71951961517334, -5.738446235656738, -5.52496337890625, -2.7033329010009766, -10.46690559387207, -3.0777530670166016, -9.98952579498291, -5.087708473205566, -0.7720193862915039]	79.96503448486328	79.11626434326172	-0.8487701416015625
3	"Eleştirileri "" Ben Balzac okudum , "" diye cevaplıyor ."	okudum	4			Ben	2	{'PronType': 'Prs', 'lemma': 'ben'}	PRON	okudum	4	{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Polarity': 'Pos', 'Tense': 'Past', 'VerbForm': 'Fin', 'lemma': 'oku'}	VERB	2	[]	"{'sent_id': '15-1112.train', 'text': 'Eleştirileri "" Ben Balzac okudum , "" diye cevaplıyor .', 'treebank': 'UD_Turkish-Penn/tr_penn-ud-train.conllu'}"	okudu	1 -> 3	"Eleştirileri "" Ben Balzac"	"Eleştirileri "" Ben Balzac okudu , "" diye cevaplıyor ."	[]	[]	0	0	0	False	False	False	0.0005730786115315	SV-P	tur	1	3	SV	verb	+	[-6.855286598205566, -9.783683776855469, -8.285802841186523, -6.045691013336182, -12.250317573547363, -7.540200233459473, -6.731163501739502, -12.942229270935059, -2.166733741760254, -3.588688850402832, -2.5889244079589844, -5.730871677398682, -6.9176225662231445, -1.0284395217895508]	[-6.855286598205566, -9.783683776855469, -8.285802841186523, -6.045691013336182, -12.250317573547363, -7.540200233459473, -6.731163501739502, -13.686657905578613, -1.7774734497070312, -3.9133338928222656, -2.950349807739258, -5.7039794921875, -6.750849723815918, -1.003377914428711]	92.45565795898438	93.2781753540039	0.8225173950195312
4	Biz , yolun üstünde , kasabanın çıkış yerinde boş bir handa otururduk .	otururduk	11			Biz	0	{'PronType': 'Prs', 'lemma': 'biz'}	PRON	otururduk	11	{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '1', 'Polarity': 'Pos', 'Tense': 'Past', 'VerbForm': 'Fin', 'lemma': 'otur'}	VERB	11	[{'id': 3, 'form': 'yolun', 'lemma': 'yol', 'upos': 'NOUN', 'xpos': None, 'feats': {'Case': 'Gen', 'Number': 'Sing', 'Person': '3'}, 'head': 4, 'deprel': 'nmod', 'deps': None, 'misc': None}, {'id': 4, 'form': 'üstünde', 'lemma': 'üst', 'upos': 'NOUN', 'xpos': None, 'feats': {'Case': 'Loc', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person': '3', 'Person[psor]': '3'}, 'head': 12, 'deprel': 'obl', 'deps': None, 'misc': None}, {'id': 6, 'form': 'kasabanın', 'lemma': 'kasaba', 'upos': 'NOUN', 'xpos': None, 'feats': {'Case': 'Gen', 'Number': 'Sing', 'Person': '3'}, 'head': 8, 'deprel': 'nmod', 'deps': None, 'misc': None}, {'id': 7, 'form': 'çıkış', 'lemma': 'çık', 'upos': 'NOUN', 'xpos': None, 'feats': {'Case': 'Nom', 'Number': 'Sing', 'Person': '3'}, 'head': 8, 'deprel': 'nmod', 'deps': None, 'misc': None}, {'id': 8, 'form': 'yerinde', 'lemma': 'yer', 'upos': 'NOUN', 'xpos': None, 'feats': {'Case': 'Loc', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person': '3', 'Person[psor]': '3'}, 'head': 12, 'deprel': 'obl', 'deps': None, 'misc': None}]	{'sent_id': '3441.train', 'text': 'Biz , yolun üstünde , kasabanın çıkış yerinde boş bir handa otururduk .', 'treebank': 'UD_Turkish-Kenet/tr_kenet-ud-train.conllu'}	oturdular	1 -> 3	Biz , yolun üstünde , kasabanın çıkış yerinde boş bir handa	Biz , yolun üstünde , kasabanın çıkış yerinde boş bir handa oturdular .	[]	[{'id': 3, 'form': 'yolun', 'lemma': 'yol', 'upos': 'NOUN', 'xpos': None, 'feats': {'Case': 'Gen', 'Number': 'Sing', 'Person': '3'}, 'head': 4, 'deprel': 'nmod', 'deps': None, 'misc': None}, {'id': 4, 'form': 'üstünde', 'lemma': 'üst', 'upos': 'NOUN', 'xpos': None, 'feats': {'Case': 'Loc', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person': '3', 'Person[psor]': '3'}, 'head': 12, 'deprel': 'obl', 'deps': None, 'misc': None}, {'id': 6, 'form': 'kasabanın', 'lemma': 'kasaba', 'upos': 'NOUN', 'xpos': None, 'feats': {'Case': 'Gen', 'Number': 'Sing', 'Person': '3'}, 'head': 8, 'deprel': 'nmod', 'deps': None, 'misc': None}, {'id': 7, 'form': 'çıkış', 'lemma': 'çık', 'upos': 'NOUN', 'xpos': None, 'feats': {'Case': 'Nom', 'Number': 'Sing', 'Person': '3'}, 'head': 8, 'deprel': 'nmod', 'deps': None, 'misc': None}, {'id': 8, 'form': 'yerinde', 'lemma': 'yer', 'upos': 'NOUN', 'xpos': None, 'feats': {'Case': 'Loc', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person': '3', 'Person[psor]': '3'}, 'head': 12, 'deprel': 'obl', 'deps': None, 'misc': None}]	5	0	5	True	False	True	0.0010590798242694	SV-P	tur	1	3	SV	verb	+	[-3.5895752906799316, -10.69552230834961, -7.4901604652404785, -3.2777175903320312, -10.489033699035645, -10.868162155151367, -7.810326099395752, -8.646177291870117, -3.518495559692383, -9.394668579101562, -5.419137477874756, -8.318342208862305, -5.401247978210449, -0.3864717483520508]	[-3.5895752906799316, -10.69552230834961, -7.4901604652404785, -3.2777175903320312, -10.489033699035645, -10.868162155151367, -7.810326099395752, -8.646177291870117, -3.518495559692383, -9.394668579101562, -5.419137477874756, -7.691704273223877, -6.961740016937256, -0.7496519088745117]	95.30504608154297	96.60208129882812	1.2970352172851562
5	Bizler kendisini bu bataklıktan kurtarmak için fazlasını bile yaptık .	yaptık	8			Bizler	0	{'PronType': 'Prs', 'lemma': 'biz'}	PRON	yaptık	8	{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '1', 'Polarity': 'Pos', 'Tense': 'Past', 'VerbForm': 'Fin', 'lemma': 'yap'}	VERB	8	[{'id': 4, 'form': 'bataklıktan', 'lemma': 'bataklık', 'upos': 'NOUN', 'xpos': None, 'feats': {'Case': 'Abl', 'Number': 'Sing', 'Person': '3'}, 'head': 5, 'deprel': 'obl', 'deps': None, 'misc': None}, {'id': 5, 'form': 'kurtarmak', 'lemma': 'kurtar', 'upos': 'NOUN', 'xpos': None, 'feats': {'Case': 'Nom', 'Number': 'Sing', 'Person': '3'}, 'head': 9, 'deprel': 'advcl', 'deps': None, 'misc': None}, {'id': 7, 'form': 'fazlasını', 'lemma': 'fazla', 'upos': 'NOUN', 'xpos': None, 'feats': {'Case': 'Acc', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person': '3', 'Person[psor]': '3'}, 'head': 9, 'deprel': 'obj', 'deps': None, 'misc': None}]	{'sent_id': '0595.test', 'text': 'Bizler kendisini bu bataklıktan kurtarmak için fazlasını bile yaptık .', 'treebank': 'UD_Turkish-Kenet/tr_kenet-ud-train.conllu'}	yaptılar	1 -> 3	Bizler kendisini bu bataklıktan kurtarmak için fazlasını bile	Bizler kendisini bu bataklıktan kurtarmak için fazlasını bile yaptılar .	[]	[{'id': 4, 'form': 'bataklıktan', 'lemma': 'bataklık', 'upos': 'NOUN', 'xpos': None, 'feats': {'Case': 'Abl', 'Number': 'Sing', 'Person': '3'}, 'head': 5, 'deprel': 'obl', 'deps': None, 'misc': None}, {'id': 5, 'form': 'kurtarmak', 'lemma': 'kurtar', 'upos': 'NOUN', 'xpos': None, 'feats': {'Case': 'Nom', 'Number': 'Sing', 'Person': '3'}, 'head': 9, 'deprel': 'advcl', 'deps': None, 'misc': None}, {'id': 7, 'form': 'fazlasını', 'lemma': 'fazla', 'upos': 'NOUN', 'xpos': None, 'feats': {'Case': 'Acc', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person': '3', 'Person[psor]': '3'}, 'head': 9, 'deprel': 'obj', 'deps': None, 'misc': None}]	3	0	3	True	False	True	0.0798848781734636	SV-P	tur	1	3	SV	verb	+	[-8.547330856323242, -4.641267776489258, -10.954874992370605, -4.8076863288879395, -8.26590347290039, -0.8919534683227539, -10.055719375610352, -6.901966571807861, -9.630571365356445, -0.7083492279052734]	[-8.547330856323242, -4.641267776489258, -10.954874992370605, -4.8076863288879395, -8.26590347290039, -0.8919534683227539, -10.055719375610352, -6.901966571807861, -10.463766098022461, -0.857417106628418]	65.40562438964844	66.38788604736328	0.9822616577148438
6	Ben de kendimce sınamak istedim bunu.	istedim	4			Ben	0	{'Case': 'Nom', 'Number': 'Sing', 'Person': '1', 'lemma': 'ben'}	PRON	istedim	4	{'Aspect': 'Perf', 'Evident': 'Fh', 'Number': 'Sing', 'Person': '1', 'Polarity': 'Pos', 'Tense': 'Past', 'lemma': 'iste'}	VERB	4	[{'id': 3, 'form': 'kendimce', 'lemma': 'kendi', 'upos': 'NOUN', 'xpos': None, 'feats': {'Case': 'Equ', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person': '1', 'Person[psor]': '1'}, 'head': 5, 'deprel': 'obl', 'deps': None, 'misc': None}]	{'sent_id': 'ins_1207', 'text': 'Ben de kendimce sınamak istedim bunu.', 'treebank': 'UD_Turkish-BOUN/tr_boun-ud-test.conllu'}	istedi	1 -> 3	Ben de kendimce sınamak	Ben de kendimce sınamak istedi bunu.	[{'id': 3, 'form': 'kendimce', 'lemma': 'kendi', 'upos': 'NOUN', 'xpos': None, 'feats': {'Case': 'Equ', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person': '1', 'Person[psor]': '1'}, 'head': 5, 'deprel': 'obl', 'deps': None, 'misc': None}]	[]	1	1	0	True	True	False	0.0081828741083441	SV-P	tur	1	3	SV	verb	+	[-2.2856292724609375, -6.691110610961914, -6.906538963317871, -10.142003059387207, -3.015683174133301, -6.5707502365112305, -6.7389421463012695, -11.696491241455078]	[-2.2856292724609375, -6.691110610961914, -6.906538963317871, -10.142003059387207, -3.015683174133301, -3.3020801544189453, -6.603188514709473, -12.047919273376465]	54.047149658203125	50.99415588378906	-3.0529937744140625
7	Ben kaçıyorum , abim de arkamdan koşuyor .	kaçıyorum	1			Ben	0	{'PronType': 'Prs', 'lemma': 'ben'}	PRON	kaçıyorum	1	{'Aspect': 'Prog', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Polarity': 'Pos', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'kaç'}	VERB	1	[]	{'sent_id': 'Forward_Motion-0004.train', 'text': 'Ben kaçıyorum , abim de arkamdan koşuyor .', 'treebank': 'UD_Turkish-FrameNet/tr_framenet-ud-train.conllu'}	kaçıyor	1 -> 3	Ben	Ben kaçıyor , abim de arkamdan koşuyor .	[]	[]	0	0	0	False	False	False	0.0002223149786113	SV-P	tur	1	3	SV	verb	+	[-6.483823776245117, -6.831062316894531, -2.579989433288574, -9.942670822143555, -8.187992095947266, -4.888235569000244, -9.97614574432373, -11.963052749633789, -4.686914443969727]	[-11.068992614746094, -4.217095375061035, -10.36666488647461, -8.595552444458008, -5.277064323425293, -9.914535522460938, -12.644428253173828, -3.1022863388061523]	65.5398941040039	65.1866226196289	-0.353271484375
8	Ama ben , bir kitap üzerine bir fikir edinmek istedim mi o kitabı kendim okurum .	okurum	14			kendim	13	{'PronType': 'Prs', 'Reflex': 'Yes', 'lemma': 'kendi'}	PRON	okurum	14	{'Aspect': 'Hab', 'Mood': 'Gen', 'Number': 'Sing', 'Person': '1', 'Polarity': 'Pos', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'oku'}	VERB	1	[]	{'sent_id': '7386.train', 'text': 'Ama ben , bir kitap üzerine bir fikir edinmek istedim mi o kitabı kendim okurum .', 'treebank': 'UD_Turkish-Kenet/tr_kenet-ud-train.conllu'}	okur	1 -> 3	Ama ben , bir kitap üzerine bir fikir edinmek istedim mi o kitabı kendim	Ama ben , bir kitap üzerine bir fikir edinmek istedim mi o kitabı kendim okur .	[]	[]	0	0	0	False	False	False	0.0624705089898002	SV-P	tur	1	3	SV	verb	+	[-4.133647918701172, -3.9647459983825684, -3.938568115234375, -7.256131649017334, -7.797905921936035, -3.6940526962280273, -5.289060115814209, -9.771271705627441, -4.496885299682617, -5.931455612182617, -6.631505012512207, -9.038524627685547, -6.643496990203857, -10.010429382324219, -2.5587892532348633]	[-4.133647918701172, -3.9647459983825684, -3.938568115234375, -7.256131649017334, -7.797905921936035, -3.6940526962280273, -5.289060115814209, -9.771271705627441, -4.496885299682617, -5.931455612182617, -6.631505012512207, -9.038524627685547, -6.643496990203857, -10.072732925415039, -6.274060249328613]	91.1564712524414	94.93404388427734	3.7775726318359375
9	"Bu zeki ve dindar işçimiz, parmağını dudağına bastırarak ""sus!"" işareti verdikten sonra bana şöyle karşılık verdi: Mutlulukla aramızda kendimiz mi duruyoruz? Müzik aletlerini göz önüne alalım."	duruyoruz	25			kendimiz	23	{'Case': 'Nom', 'Number': 'Plur', 'Number[psor]': 'Plur', 'Person': '1', 'Person[psor]': '1', 'Reflex': 'Yes', 'lemma': 'kendi'}	PRON	duruyoruz	25	{'Aspect': 'Imp', 'Number': 'Plur', 'Person': '1', 'Polarity': 'Pos', 'Tense': 'Pres', 'lemma': 'dur'}	VERB	2	[]	"{'sent_id': 'ess_1320', 'text': 'Bu zeki ve dindar işçimiz, parmağını dudağına bastırarak ""sus!"" işareti verdikten sonra bana şöyle karşılık verdi: Mutlulukla aramızda kendimiz mi duruyoruz? Müzik aletlerini göz önüne alalım.', 'treebank': 'UD_Turkish-BOUN/tr_boun-ud-train.conllu'}"	duruyorlar	1 -> 3	"Bu zeki ve dindar işçimiz, parmağını dudağına bastırarak ""sus!"" işareti verdikten sonra bana şöyle karşılık verdi: Mutlulukla aramızda kendimiz mi"	"Bu zeki ve dindar işçimiz, parmağını dudağına bastırarak ""sus!"" işareti verdikten sonra bana şöyle karşılık verdi: Mutlulukla aramızda kendimiz mi duruyorlar? Müzik aletlerini göz önüne alalım."	[]	[]	0	0	0	False	False	False	0.0402587724600935	SV-P	tur	1	3	SV	verb	+	[-9.654182434082031, -3.1978635787963867, -9.827805519104004, -15.291236877441406, -9.129230499267578, -14.870136260986328, -11.993989944458008, -11.048096656799316, -4.973966598510742, -1.6330013275146484, -8.336664199829102, -5.758522033691406, -8.079889297485352, -15.630669593811035, -12.685284614562988, -8.350486755371094, -8.845087051391602, -12.188238143920898, -0.6192445755004883, -4.991450786590576, -5.774091720581055, -4.018871307373047, -1.927530288696289, -11.926441192626953, -11.599431037902832, -4.740742206573486, -5.602311134338379, -8.254034996032715, -11.012598991394043, -4.837129592895508, -11.770018577575684, -14.870551109313965, -12.888863563537598, -10.973151206970215, -5.918506145477295, -7.463860511779785, -3.766636848449707, -5.114089012145996, -11.085214614868164]	[-9.654182434082031, -3.1978635787963867, -9.827805519104004, -15.291236877441406, -9.129230499267578, -14.870136260986328, -11.993989944458008, -11.048096656799316, -4.973966598510742, -1.6330013275146484, -8.336664199829102, -5.758522033691406, -8.079889297485352, -15.630669593811035, -12.685284614562988, -8.350486755371094, -8.845087051391602, -12.188238143920898, -0.6192445755004883, -4.991450786590576, -5.774091720581055, -4.018871307373047, -1.927530288696289, -11.926441192626953, -11.599431037902832, -4.740742206573486, -5.602311134338379, -8.254034996032715, -11.012598991394043, -4.837129592895508, -12.937565803527832, -14.919477462768555, -12.934005737304688, -10.96471881866455, -5.86090087890625, -7.453618049621582, -3.7388410568237305, -5.124874114990234, -11.028032302856445]	330.6491394042969	331.76025390625	1.111114501953125
